class,number,section,time,room,prof,enrollment
 HIST 430B - The Crusades and the Latin Kingdoms ,2768,"001-SEM
Regular",Mo 8:30AM - 11:30AM,JOHN WATSON RM122,"Husain,Adnan",21
 HIST 828B - Crusades And Latin Kingdoms ,2821,"001-SEM
Regular",Mo 8:30AM - 11:30AM,JOHN WATSON RM122,"Husain,Adnan",21
 IDIS 311 - Sound Production ,2927,"001-LAB
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","IBCPA RM336
IBCPA RM336","Rogalsky,Matt
Rogalsky,Matt",31
 ITLN 111 - Beginning Italian I ,5094,"001-LEC
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","KINGSTON RM204
KINGSTON RM204","Cecchetto,Elena
Cecchetto,Elena",38
 KNPE 254 - Biomechanical Analysis of Human Movement ,5074,"001-LEC
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","HUMPHREY AUD
HUMPHREY AUD","Diesbourg,Tara
Diesbourg,Tara",169
 KNPE 354 - Occupational Biomechanics and Physical Ergonomics ,4210,"001-LEC
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM
Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","KINES & HLTH RM202
KINES & HLTH RM202
KINES & HLTH RM203
KINES & HLTH RM203","Costigan,Patrick A
Costigan,Patrick A
Costigan,Patrick A
Costigan,Patrick A",28
 KNPE 450 - Ergonomics ,4194,"001-LLB
Regular",Mo 8:30AM - 11:30AM,RICHARDSON LAB RM104,"Bryant,Timothy J,
Davies,Theresa Claire",70
 LATN 110B - Introductory Latin ,1812,"002-TUT
Regular",Mo 8:30AM - 9:30AM,ELLIS RM319,Staff,13
 MATH 341 - Differential Geometry ,5135,"001-LEC
Regular","Mo 8:30AM - 9:30AM
Tu 10:30AM - 11:30AM
Th 9:30AM - 10:30AM","JEFFERY RM115
JEFFERY RM115
JEFFERY RM115","Barthelme,Thomas
Barthelme,Thomas
Barthelme,Thomas",9
 MECH 241 - Fluid Mechanics I ,5150,"004-TUT
Regular",Mo 8:30AM - 9:30AM,STIRLING RM B,"Matovic,Miodrag Darko",120
 MECH 323 - Machine Design I ,4447,"006-LAB
Regular",Mo 8:30AM - 10:30AM,BEAMISH-MUNRO RM109,"Kim,Il Yong",58
 MECH 350 - Automatic Control ,4454,"003-LAB
Regular",Mo 8:30AM - 10:00AM,JACKSON RM116,"Li,Qingguo",54
 MECH 495 - Ergonomics And Design ,4477,"001-LEC
Regular",Mo 8:30AM - 11:30AM,RICHARDSON LAB RM104,"Bryant,Timothy J,
Davies,Theresa Claire",70
 MINE 445 - Open Pit Mine Design ,5259,"003-LAB
Regular",Mo 8:30AM - 11:30AM,GOODWIN RM330,"Ortiz Cabrera,Julian Maximiliano",13
 MINE 458 - Process Investigations ,5261,"002-LAB
Regular",Mo 8:30AM - 11:30AM,GOODWIN RM120,"Kelebek,Sadan",4
 MPA 810B - Policy Challenges ,6210,"001-SEM
Regular",Mo 8:30AM - 11:20AM,TBA,Staff,75
 MUSC 227B - Ear Training and Sight Singing II ,4533,"001-LAB
Regular","Mo 8:30AM - 9:30AM
Th 9:30AM - 10:30AM","HARRISON-LECAINE RM124
HARRISON-LECAINE RM124","Tormann,Cynthia
Tormann,Cynthia",6
 MUSC 438 - Music Education Seminar ,4570,"001-LEC
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","HARRISON-LECAINE RM120
HARRISON-LECAINE RM120","Brook,Julia Elaine
Brook,Julia Elaine",10
 NURS 803 - Intermediate Quantitative Research Design ,5718,"001-SEM
Regular",Mo 8:30AM - 11:30AM,TBA,"Edge,Dana S",26
 NURS 900 - Advanced Statistics and Analytic Techniques ,5722,"001-SEM
Regular",Mo 8:30AM - 11:30AM,TBA,"Tranmer,Joan E",2
 OT 862 - Applied Community Development (CR6) ,5012,"002-FLD
Regular","Th 1:00PM - 4:30PM
Fr 8:30AM - 2:30PM
Mo 8:30AM - 4:30PM
TuWe 8:30AM - 4:30PM
Th 8:30AM - 4:30PM
Fr 8:30AM - 4:30PM","TBA
TBA
TBA
TBA
TBA
TBA","Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele",73
 PATH 430 - The Molecular Basis of Disease ,1038,"001-LSM
Regular",Mo 8:30AM - 10:30AM,RICHARDSON LAB RM101,"Lillicrap,David P",16
 PATH 826 - The Molecular Basis Of Disease ,5647,"001-LEC
Regular",Mo 8:30AM - 10:30AM,RICHARDSON LAB RM101,"Lillicrap,David P",16
 PHIL 374 - Continental Philosophy 1960-present ,5568,"001-LEC
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","STIRLING RM414
STIRLING RM414","Fairfield,Paul
Fairfield,Paul",41
 PHIL 493 - Ethics and the Environment ,5234,"001-SEM
Regular",Mo 8:30AM - 11:30AM,MACINTOSH-CORRY RM D326,"Smith,Michael F",13
 PHIL 893 - Ethics & The Environment ,5238,"001-LEC
Regular",Mo 8:30AM - 11:30AM,MACINTOSH-CORRY RM D326,"Smith,Michael F",13
 PHYS 117B - Introductory Physics ,4676,"004-LAB
Regular","Mo 8:30AM - 11:30AM
Mo 8:30AM - 11:30AM","STIRLING RM409
STIRLING RM410","Staff
Staff",41
 PHYS 472 - Statistical Mechanics ,4690,"002-TUT
Regular",Mo 8:30AM - 9:30AM,STIRLING RM412A,"Gooding,Robert James",13
 POLS 101 - Contemporary Issues in Politics ,5155,"003-TUT
Regular",Mo 8:30AM - 9:30AM,MACINTOSH-CORRY RM A309,Staff,21
 POLS 264 - World Politics in Historical Perspective ,5178,"004-TUT
Regular",Mo 8:30AM - 9:30AM,MACINTOSH-CORRY RM C508,Staff,1
 POLS 462 - Studies in National Security ,4834,"001-LEC
Regular","Mo 2:30PM - 4:00PM
Mo 8:30AM - 10:00AM
We 2:30PM - 4:00PM
Tu 11:30AM - 1:00PM","DUNNING RM10
MACINTOSH-CORRY RM D214
MACINTOSH-CORRY RM C420
MACINTOSH-CORRY RM C420","Boulden,Jane Louise
Boulden,Jane Louise
Boulden,Jane Louise
Boulden,Jane Louise",46
 POLS 465 - The Politics of War ,4768,"001-LEC
Regular",Mo 8:30AM - 11:30AM,MACDONALD RM3,"Breede,Hans Christian",60
 PSYC 100B - Principles of Psychology ,3382,"005-LAB
Regular",Mo 8:30AM - 9:30AM,HUMPHREY RM131,Staff,29
 PSYC 100B - Principles of Psychology ,3440,"063-LAB
Regular",Mo 8:30AM - 9:30AM,HUMPHREY RM132,Staff,17
 PSYC 231 - The Study of Personality ,5304,"001-LEC
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","ETHERINGTON AUD
ETHERINGTON AUD","Holden,Ronald R
Holden,Ronald R",244
 PSYC 332 - Health Psychology ,3461,"001-LEC
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","KINGSTON RM101
KINGSTON RM101","Tripp,Dean
Tripp,Dean",114
 PSYC 371 - Research Problems in Behavioural Neuroscience ,3450,"001-LEC
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","BOTTER RM B148
BOTTER RM B148","Dringenberg,Hans C
Dringenberg,Hans C",26
 PSYC 829 - Ethical & Professional Issues ,4960,"001-SEM
Regular",Mo 8:30AM - 11:30AM,HUMPHREY RM223,"Cotton,Dorothy",6
 PSYC 940 - Structural Equation Modelling ,5299,"001-SEM
Regular",Mo 8:30AM - 10:30AM,HUMPHREY RM219,"Fabrigar,Leandre R",22
 PT 865 - Motor Function & Occupation ,5412,"001-LEC
Regular",Mo 8:30AM - 10:00AM,BOTTER RM B143,"Booth,Randal Allen",70
 RELS 226 - Islam ,1029,"001-LEC
Regular",Mo 8:30AM - 11:30AM,DUPUIS RM217,"Jahanbakhsh,Forough",46
 SOCY 122B - Introduction to Sociology ,1208,"043-TUT
Regular",Mo 8:30AM - 9:30AM,KINGSTON RM209,Staff,1
 SOCY 211 - Introduction to Statistics ,5631,"006-LAB
Regular",Mo 8:30AM - 9:30AM,JEFFERY RM157,"Sytsma,Victoria A",19
 SOCY 384 - Women and Reproduction Technology ,1248,"001-LEC
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","MACINTOSH-CORRY RM B201
MACINTOSH-CORRY RM B201","Burfoot,Annette Jane
Burfoot,Annette Jane",99
 SOFT 423 - Software Requirements ,5016,"001-LEC
Regular","Mo 8:30AM - 9:30AM
Tu 10:30AM - 11:30AM
Th 9:30AM - 10:30AM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Ahmadi,Reza
Ahmadi,Reza
Ahmadi,Reza",90
 SPAN 111 - Beginning Spanish I ,5121,"002-LEC
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","KINGSTON RM304
KINGSTON RM304","Kani,Consuelo
Kani,Consuelo",39
 SPAN 302 - Gramática avanzada y composición II ,4302,"001-SEM
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","KINGSTON RM308
KINGSTON RM308","Mennell,Jan D
Mennell,Jan D",17
 STAT 263 - Introduction to Statistics ,4429,"001-LEC
Regular","Mo 8:30AM - 10:00AM
Th 10:00AM - 11:30AM","CHERNOFF AUD
CHERNOFF AUD","Molson,Charles Arthur
Molson,Charles Arthur",240
 ARTC 804 - Scienc. Meth. For Conservator ,6168,"001-SEM
Regular",Mo 9:00AM - 10:30AM,ONTARIO RM206,"Murray,Alison",12
 CURR 385 - Social Studies (PJ) ,2440,"006-LEC
Education","Mo 9:00AM - 11:00AM
Mo 8:30AM - 12:30PM
Tu 8:30AM - 10:30AM
Mo 9:00AM - 11:00AM","DUNCAN MCARTHUR RM A239
DUNCAN MCARTHUR RM A239
DUNCAN MCARTHUR RM A239
DUNCAN MCARTHUR RM A239","Ogden,Holly Christine
Ogden,Holly Christine
Ogden,Holly Christine
Ogden,Holly Christine",35
 OT 852 - Group Theory And Process ,5431,"001-LEC
Regular",Mo 9:00AM - 10:00AM,ACTON CEC,"Edgelow,Megan Michele",76
 ANAT 216 - Principles of Human Morphology II ,1046,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","DUNNING AUD
DUNNING AUD
DUNNING AUD","Elbatarny,Hisham,
Mackenzie,Leslie W,
Tayade,Chandrakant
Elbatarny,Hisham,
Mackenzie,Leslie W,
Tayade,Chandrakant
Elbatarny,Hisham,
Mackenzie,Leslie W,
Tayade,Chandrakant",170
 APSC 112 - Electricity And Magnetism ,3838,"102-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","STIRLING AUD
STIRLING AUD
STIRLING AUD","Morelli,Jordan E
Morelli,Jordan E
Morelli,Jordan E",225
 APSC 112 - Electricity And Magnetism ,3974,"103-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","ELLIS RM324
ELLIS RM324
ELLIS RM324","Morin,Evelyn Louise
Morin,Evelyn Louise
Morin,Evelyn Louise",40
 APSC 131 - Chemistry And Materials ,5401,"901-TUT
6 wk Win","Th 3:30PM - 4:30PM
Mo 9:30AM - 10:30AM","MACINTOSH-CORRY RM B201
JEFFERY RM126","Staff
Staff",44
 APSC 172 - Calculus II ,3753,"200-TUT
Regular",Mo 9:30AM - 10:30AM,JEFFERY RM101,Staff,54
 APSC 172 - Calculus II ,3754,"201-TUT
Regular",Mo 9:30AM - 10:30AM,JEFFERY RM225,Staff,50
 APSC 172 - Calculus II ,3755,"202-TUT
Regular",Mo 9:30AM - 10:30AM,JEFFERY RM118,Staff,49
 APSC 172 - Calculus II ,3762,"210-TUT
Regular",Mo 9:30AM - 10:30AM,ELLIS RM226,Staff,47
 APSC 172 - Calculus II ,3763,"211-TUT
Regular",Mo 9:30AM - 10:30AM,ELLIS RM226,Staff,47
 APSC 172 - Calculus II ,3764,"212-TUT
Regular",Mo 9:30AM - 10:30AM,ELLIS RM226,Staff,47
 APSC 174 - Introduction To Linear Algebra ,3766,"101-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","ELLIS AUD
ELLIS AUD
ELLIS AUD","Mansouri,Abdol-Reza
Mansouri,Abdol-Reza
Mansouri,Abdol-Reza",218
 APSC 174 - Introduction To Linear Algebra ,5410,"900-LEC
12 wk Win","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM
Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126
JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Pond,Geoffrey
Pond,Geoffrey
Pond,Geoffrey
Pond,Geoffrey
Pond,Geoffrey
Pond,Geoffrey",59
 APSC 200 - Engineering Design & Practice II ,3787,"101-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM","DUPUIS AUD
DUPUIS AUD","Lai,Yongjun
Lai,Yongjun",174
 BIOL 303 - Community and Ecosystem Ecology ,1316,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","STIRLING RM A
STIRLING RM A
STIRLING RM A","Grogan,Paul
Grogan,Paul
Grogan,Paul",67
 BIOL 439 - Natural Selection and Microevolution ,1773,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","BIOSCI RM1120
BIOSCI RM1120
BIOSCI RM1120","Boag,Peter T
Boag,Peter T
Boag,Peter T",27
 CHEE 323 - Industrial Catalysis ,2298,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","MILLER RM201
MILLER RM201
MILLER RM201","Hutchinson,Robin A
Hutchinson,Robin A
Hutchinson,Robin A",77
 CHEE 434 - Process Control II ,5606,"002-TUT
Regular",Mo 9:30AM - 10:30AM,BEAMISH-MUNRO RM213,"Guay,Martin",12
 CHEE 821 - Process Control II ,5661,"002-TUT
Regular",Mo 9:30AM - 10:30AM,BEAMISH-MUNRO RM213,"Guay,Martin",12
 CHEM 413 - Computational Chemistry ,2742,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","JEFFERY RM234
JEFFERY RM234
JEFFERY RM234","Cann,Natalie,
Mosey,Nicholas J
Cann,Natalie,
Mosey,Nicholas J
Cann,Natalie,
Mosey,Nicholas J",7
 CHEM 834 - Molec Orbitals & Structures ,5745,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","JEFFERY RM234
JEFFERY RM234
JEFFERY RM234","Cann,Natalie,
Mosey,Nicholas J
Cann,Natalie,
Mosey,Nicholas J
Cann,Natalie,
Mosey,Nicholas J",7
 CISC 260 - Programming Paradigms ,3492,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","WALTER LIGHT RM205
WALTER LIGHT RM205
WALTER LIGHT RM205","Lamb,Margaret
Lamb,Margaret
Lamb,Margaret",124
 CISC 260 - Programming Paradigms ,6233,"002-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","STIRLING RM B
STIRLING RM B
CHERNOFF RM117","Dingel,Juergen U
Dingel,Juergen U
Dingel,Juergen U",100
 CISC 499 - Advanced Undergraduate Project ,3498,"001-SEM
Regular",Mo 9:30AM - 11:30AM,DUNNING RM11,"Lamb,David Alex",25
 CIVL 372 - Water and Wastewater ,1852,"002-LAB
Regular",Mo 9:30AM - 11:30AM,ELLIS RM52,"Anderson,Bruce C",58
 CLST 129B - Introduction to Archaeology ,1788,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","KINES & HLTH RM100
KINES & HLTH RM100
KINES & HLTH RM100","Reeves,M. Barbara
Reeves,M. Barbara
Reeves,M. Barbara",107
 COGS 499 - Advanced Undergraduate Project ,4262,"001-SEM
Regular",Mo 9:30AM - 11:30AM,TBA,"Zulkernine,Farhana",6
 DEVS 300 - Cross-Cultural Research Method ,1915,"003-TUT
Regular",Mo 9:30AM - 10:30AM,ELLIS RM218,Staff,20
 DEVS 311 - Labour and Global Development ,2334,"003-TUT
Regular",Mo 9:30AM - 10:30AM,KINGSTON RM205,Staff,29
 DEVS 311 - Labour and Global Development ,2336,"005-TUT
Regular",Mo 9:30AM - 10:30AM,MACINTOSH-CORRY RM E229,Staff,28
 ECON 110B - Principles of Economics ,1945,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","BIOSCI AUD
BIOSCI AUD
BIOSCI AUD","Cromb,Ian James
Cromb,Ian James
Cromb,Ian James",262
 ELEC 324 - Discrete-Time Signals and Systems ,3563,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","BIOSCI RM1103
BIOSCI RM1103
BIOSCI RM1103","Blostein,Steven D
Blostein,Steven D
Blostein,Steven D",68
 ENCH 413 - Computational Chemistry ,2752,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","JEFFERY RM234
JEFFERY RM234
JEFFERY RM234","Cann,Natalie,
Mosey,Nicholas J
Cann,Natalie,
Mosey,Nicholas J
Cann,Natalie,
Mosey,Nicholas J",7
 ENSC 321 - Environmental Justice in Global Context ,2061,"006-SEM
Regular",Mo 9:30AM - 10:30AM,BIOSCI RM2109,Staff,8
 EPID 804 - Intermediate Epidemiology ,5954,"001-LEC
Regular",MoWe 9:30AM - 11:00AM,STIRLING RM412B,"King,Will D",33
 FILM 345 - Television: Structure and Function ,5577,"002-LAB
Regular",Mo 9:30AM - 11:30AM,IBCPA RM329,"Smith,Michelle",54
 FREN 150B - Français intermédiaire ,2525,"016-TUT
Regular",Mo 9:30AM - 10:30AM,JOHN WATSON RM207,Staff,9
 FREN 150B - Français intermédiaire ,2526,"017-TUT
Regular",Mo 9:30AM - 10:30AM,TBA,Staff,8
 GEOE 362 - Resource Engineering ,5049,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","MILLER RM105
MILLER RM105
MILLER RM105","Olivo,Gema Ribeiro
Olivo,Gema Ribeiro
Olivo,Gema Ribeiro",48
 GEOL 104 - The Dynamic Earth ,5063,"007-LAB
Regular",Mo 9:30AM - 11:30AM,MILLER RM225,"Layton-Matthews,Daniel",10
 GEOL 342 - Special Topics in Geology ,4089,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","MILLER RM210
MILLER RM210
MILLER RM210","Dececchi,Thomas
Dececchi,Thomas
Dececchi,Thomas",15
 GEOL 362 - Petrology Applied to Ore Deposit ,5066,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","MILLER RM105
MILLER RM105
MILLER RM105","Olivo,Gema Ribeiro
Olivo,Gema Ribeiro
Olivo,Gema Ribeiro",48
 IDIS 302 - Race and Racism ,2926,"005-TUT
Regular",Mo 9:30AM - 10:30AM,MACINTOSH-CORRY RM D122,"Kobayashi,Audrey",7
 LAW 508 - Taxation ,1484,"001-LEC
Law","Mo 9:30AM - 11:30AM
We 9:30AM - 11:30AM","MACDONALD RM1
MACDONALD RM1","Lahey,Kathleen Ann
Lahey,Kathleen Ann",80
 LAW 520 - Family Law ,1486,"001-LEC
Law","Mo 9:30AM - 11:30AM
We 9:30AM - 11:30AM","DUNNING RM12
DUNNING RM12","Maur,Mary Jo
Maur,Mary Jo",49
 LAW 562 - Coll. Agreements Arbitration ,1489,"001-SEM
Law",MoFr 9:30AM - 11:30AM,MACDONALD RM100,"Carter,Donald",20
 LAW 808 - Taxation ,2309,"001-LEC
Law","Mo 9:30AM - 11:30AM
We 9:30AM - 11:30AM","MACDONALD RM1
MACDONALD RM1","Lahey,Kathleen Ann
Lahey,Kathleen Ann",80
 MATH 121B - Differential and Integral Calculus ,4320,"001-LEC
Regular","Mo 9:30AM - 10:30AM
Tu 9:30AM - 10:30AM","DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101","Day,Troy
Day,Troy",532
 MATH 124 - Differential and Integral Calculus II ,4324,"001-LEC
Regular","Mo 9:30AM - 10:30AM
Tu 9:30AM - 10:30AM","DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101","Day,Troy
Day,Troy",532
 MATH 225 - Ordinary Differential Equations ,4374,"002-TUT
Regular",Mo 9:30AM - 10:30AM,JEFFERY RM128,Staff,89
 MATH 328 - Real Analysis ,4342,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","JEFFERY RM115
JEFFERY RM115
JEFFERY RM115","Bogoyavlenskij,Oleg I
Bogoyavlenskij,Oleg I
Bogoyavlenskij,Oleg I",14
 MATH 387 - Elementary Geometry - an Advanced Perspective ,5136,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","JEFFERY RM110
JEFFERY RM110
JEFFERY RM110","Dimitrov,Ivan K
Dimitrov,Ivan K
Dimitrov,Ivan K",18
 MECH 371 - Fracture Mech & Dislocation ,4458,"001-LEC
Regular","Mo 9:30AM - 10:30AM
Th 10:30AM - 11:30AM
We 8:30AM - 9:30AM","ELLIS RM327
ELLIS RM327
DUNNING RM12","Krstic,Vladimir
Krstic,Vladimir
Krstic,Vladimir",75
 MECH 470 - Deformation Processing ,4508,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","NICOL RM321
NICOL RM321
NICOL RM321","Pilkey,Keith
Pilkey,Keith
Pilkey,Keith",14
 MECH 864 - Engineering Analysis ,5979,"001-SEM
Regular","Mo 9:30AM - 11:00AM
We 2:30PM - 4:00PM","MCLAUGHLIN RM302
MCLAUGHLIN RM302","Anderson,Ronald James
Anderson,Ronald James",7
 MICR 320 - Microbial Pathogenesis ,1087,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","MCLAUGHLIN RM306
MCLAUGHLIN RM306
MCLAUGHLIN RM306","Martin,Nancy L,
Raptis,Leda Helen
Martin,Nancy L,
Raptis,Leda Helen
Martin,Nancy L,
Raptis,Leda Helen",50
 MINE 324 - Hydraulics/Mining Applications ,5242,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","GOODWIN RM254
GOODWIN RM254
GOODWIN RM254","De Souza,Euler Magno
De Souza,Euler Magno
De Souza,Euler Magno",29
 MTHE 225 - Ordinary Differential Equations ,4424,"002-TUT
Regular",Mo 9:30AM - 10:30AM,JEFFERY RM128,Staff,89
 MUSC 227B - Ear Training and Sight Singing II ,4534,"002-LAB
Regular","Mo 9:30AM - 10:30AM
Th 10:30AM - 11:30AM","HARRISON-LECAINE RM124
HARRISON-LECAINE RM124","Tormann,Cynthia
Tormann,Cynthia",27
 POLS 212 - Canadian Politics ,4795,"011-TUT
Regular",Mo 9:30AM - 10:30AM,MACINTOSH-CORRY RM A309,Staff,25
 PSYC 100B - Principles of Psychology ,3383,"006-LAB
Regular",Mo 9:30AM - 10:30AM,HUMPHREY RM131,Staff,29
 PSYC 100B - Principles of Psychology ,3441,"064-LAB
Regular",Mo 9:30AM - 10:30AM,HUMPHREY RM132,Staff,25
 SOCY 211 - Introduction to Statistics ,5632,"007-LAB
Regular",Mo 9:30AM - 10:30AM,JEFFERY RM157,"Sytsma,Victoria A",21
 ARTH 272 - Latin American Art ,1277,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","KINGSTON RM201
KINGSTON RM201","Bailey,Gauvin
Bailey,Gauvin",79
" ARTH 310 - Feminism, Art, Art History ",1279,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","DUNNING RM27
DUNNING RM27","Kennedy,Jennifer
Kennedy,Jennifer",52
 BIOL 103 - Introductory Biology of Organisms ,1294,"008-LAB
Regular","Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM","BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319","Staff
Staff
Staff
Staff
Staff
Staff",20
 BIOL 103 - Introductory Biology of Organisms ,1295,"009-LAB
Regular","Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM","BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320","Staff
Staff
Staff
Staff
Staff
Staff",20
 BIOL 103 - Introductory Biology of Organisms ,1296,"010-LAB
Regular","Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM","BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319","Staff
Staff
Staff
Staff
Staff
Staff",20
 BIOL 103 - Introductory Biology of Organisms ,1335,"011-LAB
Regular","Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM","BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320","Staff
Staff
Staff
Staff
Staff
Staff",18
 BIOL 103 - Introductory Biology of Organisms ,5874,"082-LAB
Regular","Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM
Mo 10:00AM - 11:30AM","BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320","Staff
Staff
Staff
Staff
Staff
Staff",18
 CHEM 222 - Methods of Structure Determination ,2683,"005-TUT
Regular",Mo 10:00AM - 11:30AM,CHERNOFF RM211,Staff,59
 COMM 131 - Introduction To Marketing ,3620,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","GOODES RM141
GOODES RM141","Rath,Suzanne
Rath,Suzanne",82
 COMM 132 - Marketing II ,3737,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","GOODES RM151
GOODES RM151","Ashworth,Laurence T A
Ashworth,Laurence T A",83
 COMM 173 - Introduction to International Business ,3714,"002-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","GOODES RM118
GOODES RM118","Reid,Douglas A,
Rogers,Keith W
Reid,Douglas A,
Rogers,Keith W",84
