class,number,section,time,room,prof,enrollment
 ESLA 120 - Elementary ,6348,"001-LEC
Regular","MoTuWeTh 8:00AM - 4:30PM
MoTuWeTh 8:00AM - 4:30PM
MoTuWeTh 8:00AM - 4:30PM
MoTuWeTh 8:00AM - 4:30PM
MoTuWeTh 8:00AM - 4:30PM
MoTuWeTh 8:00AM - 4:30PM
MoTuWeThFr 8:00AM - 4:30PM
MoTuWeThFr 8:00AM - 4:30PM
Fr 8:00AM - 11:30AM
Fr 8:00AM - 11:30AM
Fr 8:00AM - 11:30AM
Fr 8:00AM - 11:30AM
Fr 8:30AM - 11:30AM
Fr 8:00AM - 11:30AM
Fr 8:00AM - 11:30AM
Mo 8:30AM - 4:30PM
Mo 8:30AM - 4:30PM
WeTh 8:30AM - 4:30PM
MoTu 8:30AM - 11:30AM
We 8:30AM - 11:30AM
We 8:30AM - 11:30AM
Fr 8:30AM - 11:30AM
Fr 8:30AM - 11:30AM
MoTuWeThFr 8:30AM - 4:30PM
MoTuWeThFr 8:30AM - 4:30PM
Su 8:30AM - 4:30PM
MoTuWeThFr 8:30AM - 4:30PM
MoTuWeThFrSaSu 12:00AM - 11:59PM","DUNCAN MCARTHUR RM A207N
DUNCAN MCARTHUR RM A207S
DUNCAN MCARTHUR RM A211N
DUNCAN MCARTHUR RM A211S
DUNCAN MCARTHUR  RM A313N
DUNCAN MCARTHUR RM A313S
DUNCAN MCARTHUR RM A317N
DUNCAN MCARTHUR ROOM A317S
DUNCAN MCARTHUR RM A207N
DUNCAN MCARTHUR RM A207S
DUNCAN MCARTHUR RM A211N
DUNCAN MCARTHUR RM A211S
DUNCAN MCARTHUR  RM A313N
DUNCAN MCARTHUR RM A313S
DUNCAN MCARTHUR RM A343
DUNCAN MCARTHUR RM A301N
DUNCAN MCARTHUR RM A301S
DUNCAN MCARTHUR RM A343
DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B219
DUNCAN MCARTHUR RM A301N
DUNCAN MCARTHUR RM A301S
DUNCAN MCARTHUR RM342A
DUNCAN MCARTHUR RM342B
DUNCAN MCARTHUR  RM A313N
DUNCAN MCARTHUR RM A313S
DUNCAN MCARTHUR RM A339","Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff",2
 FILM 323 - Contemporary Canadian Film & Television ,2345,"001-LEC
Regular",Tu 8:30AM - 11:30AM,IBCPA RM342,"Allan,Blaine",28
 GEOE 362 - Resource Engineering ,5051,"003-LAB
Regular",Tu 8:30AM - 11:30AM,MILLER RM329,"Olivo,Gema Ribeiro",20
 GEOL 362 - Petrology Applied to Ore Deposit ,5068,"003-LAB
Regular",Tu 8:30AM - 11:30AM,MILLER RM329,"Olivo,Gema Ribeiro",20
" GNDS 125 - Gender, Race and Popular Culture ",2597,"001-LEC
Regular",Tu 8:30AM - 10:30AM,BIOSCI AUD,"Baba,Habibe Burcu Burcu",375
 GPHY 102 - Earth System Science ,2878,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","DUNNING AUD
DUNNING AUD
DUNNING AUD","Danby,Ryan,
Lamoureux,Scott
Danby,Ryan,
Lamoureux,Scott
Danby,Ryan,
Lamoureux,Scott",254
 GPHY 209 - Principles of Hydroclimatology ,2853,"003-PRA
Regular",Tu 8:30AM - 10:00AM,MACINTOSH-CORRY RM E104,"Lamoureux,Scott",7
 GPHY 247 - Introduction to Statistics ,2875,"001-LEC
Regular",Tu 8:30AM - 9:30AM,DUNNING RM27,"Nelson,William",43
 GPHY 345 - Spatial Analysis ,2844,"002-PRA
Regular",Tu 8:30AM - 10:30AM,MACINTOSH-CORRY RM E223,"Chen,Dongmei",19
 GPHY 401 - Honours Seminar in Human Geography I ,2869,"001-SEM
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","MACINTOSH-CORRY RM D211
MACINTOSH-CORRY RM D211","Donald,Betsy J
Donald,Betsy J",12
 GRMN 101 - Beginner's German I ,4241,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","JOHN WATSON RM217
JOHN WATSON RM217","Arndt,Christiane
Arndt,Christiane",67
 GRMN 102 - Beginner's German II ,4236,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","KINGSTON RM108
KINGSTON RM108","Holzschuh Sator,Monika
Holzschuh Sator,Monika",27
 HIST 314B - American Society and Culture Since 1877 ,2785,"001-SEM
Regular",Tu 8:30AM - 11:30AM,BIOSCI RM2111,"Brison,Jeff",23
 HIST 316B - European Politics and Society Since 1789 ,2791,"001-SEM
Regular",Tu 8:30AM - 11:30AM,MACINTOSH-CORRY RM D122,"Jansen,Dinah Leigh",24
 HIST 344 - Plural Visions: New World Jews ,2936,"001-SEM
Regular",Tu 8:30AM - 11:30AM,MACINTOSH-CORRY RM D405,"Dueck,Gordon B",20
" HIST 459B - British Culture and Society, 1780-1914 ",2814,"001-SEM
Regular",Tu 8:30AM - 11:30AM,JOHN WATSON RM122,"Corbeil,Patrick John",18
 HIST 823 - Canada's Racial State ,5991,"001-SEM
Regular",Tu 8:30AM - 11:30AM,JOHN WATSON RM207,"Walker,Barrington",4
 HLTH 300 - Community-Based Internship ,5072,"001-SEM
Regular",Tu 8:30AM - 9:30AM,KINES & HLTH RM104,"McCalpin,Michelle Erma",19
 IDIS 302 - Race and Racism ,2922,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","MACINTOSH-CORRY RM B201
MACINTOSH-CORRY RM B201","Kobayashi,Audrey
Kobayashi,Audrey",39
 JAPN 100B - Introductory Japanese I ,4269,"004-TUT
Regular",Tu 8:30AM - 9:30AM,KINGSTON LAB,Staff,33
 KNPE 254 - Biomechanical Analysis of Human Movement ,5083,"008-TUT
Regular","Tu 8:30AM - 9:30AM
Tu 8:30AM - 9:30AM","KINES & HLTH RM202
KINES & HLTH RM203","Staff
Staff",16
 KNPE 300 - Community-Based Internship ,5084,"001-SEM
Regular",Tu 8:30AM - 9:30AM,KINES & HLTH RM104,"McCalpin,Michelle Erma",19
 MATH 126B - Differential and Integral Calculus ,4327,"002-TUT
Regular",Tu 8:30AM - 9:30AM,JEFFERY RM127,"Gu,Yinzheng",93
 MATH 126B - Differential and Integral Calculus ,6139,"005-TUT
Regular",Tu 8:30AM - 9:30AM,ELLIS RM324,"Gu,Yinzheng",39
 MECH 216 - Instrumentation and Measurement Labs ,4502,"002-LAB
Regular",Tu 8:30AM - 11:30AM,BEAMISH-MUNRO RM214,"Sellens,Richard W",68
 MECH 323 - Machine Design I ,4443,"002-TUT
Regular",Tu 8:30AM - 9:30AM,CHERNOFF AUD,"Kim,Il Yong",235
 MECH 397 - Mech And Material Eng Lab II ,4462,"003-LAB
Regular",Tu 8:30AM - 10:30AM,NICOL RM201,Staff,3
 MECH 476 - Eng Of Polymers And Composite ,4483,"002-TUT
Regular",Tu 8:30AM - 9:30AM,NICOL RM232,"Krstic,Vladimir",18
 MECH 817 - Systematic Review Methodology for Product Evaluation ,5969,"001-SEM
Regular",Tu 8:30AM - 11:30AM,MCLAUGHLIN RM302,"Davies,Theresa Claire",3
 MINE 330 - Mineral Industry Economics ,5256,"002-TUT
Regular",Tu 8:30AM - 9:30AM,GOODWIN RM247,"Ghahreman,Ahmad",29
 MINE 448 - Underground Design ,5263,"002-LEC
Regular",Tu 8:30AM - 10:30AM,GOODWIN RM330,"McKinnon,Stephen D",15
 MPA 809 - Management In Public Sector ,6125,"001-LEC
Regular",Tu 8:30AM - 11:30AM,TBA,"Knutsen,Wenjue",37
 MTHE 353 - Probability II ,4414,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Linder,Tamas
Linder,Tamas
Linder,Tamas",54
 MUSC 191B - Theory and Analysis I ,4524,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","HARRISON-LECAINE RM124
HARRISON-LECAINE RM124
HARRISON-LECAINE RM124","Burge,John David Bryson
Burge,John David Bryson
Burge,John David Bryson",42
 MUSC 274 - Music Education:Partnership Placement ,4540,"001-LAB
Regular",Tu 8:30AM - 11:30AM,HARRISON-LECAINE RM120,"Brook,Julia Elaine",28
 NSCI 444 - Controversies in Neuroscience ,1143,"002-SEM
Regular",Tu 8:30AM - 10:30AM,DUNNING RM11,"Andrew,R. David",28
 NSCI 844 - Critical Enquiry Project ,5669,"002-SEM
Regular",Tu 8:30AM - 10:30AM,DUNNING RM11,"Andrew,R. David",28
 NURS 405 - Prac In Comm Hlth Promotion ,4614,"001-CLN
Regular","Tu 8:30AM - 4:30PM
We 10:30AM - 4:30PM","TBA
TBA","Davis,Allyson
Tregunno,Deborah",43
" NURS 903 - Advanced Quantitative Measurement, Methods and Design ",5723,"001-SEM
Regular",Tu 8:30AM - 11:30AM,TBA,"VanDenKerkhof,Elizabeth G",2
 OT 842 - Environmental Determinants of Occupation ,4999,"001-LEC
Regular","Tu 8:30AM - 11:30AM
Tu 11:00AM - 2:00PM","KINES & HLTH RM100
DUPUIS RM217","Fayed,Nora
Fayed,Nora",76
 OT 862 - Applied Community Development (CR6) ,5012,"002-FLD
Regular","Th 1:00PM - 4:30PM
Fr 8:30AM - 2:30PM
Mo 8:30AM - 4:30PM
TuWe 8:30AM - 4:30PM
Th 8:30AM - 4:30PM
Fr 8:30AM - 4:30PM","TBA
TBA
TBA
TBA
TBA
TBA","Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele",73
 OT 871 - Advanced Clinical Reasoning ,5001,"001-LEC
Regular","Tu 8:30AM - 11:30AM
Tu 8:30AM - 11:30AM
Tu 8:30AM - 11:30AM
Tu 9:30AM - 12:30PM
Tu 9:30AM - 12:30PM","ELLIS RM321
ELLIS RM321
ELLIS RM321
ACTON CEC
ACTON CEC","Donnelly,Catherine
Donnelly,Catherine
Donnelly,Catherine
Donnelly,Catherine
Donnelly,Catherine",73
 PACT 237 - Practicum in Physical Activity for Children ,4132,"001-SEM
Regular",Tu 8:30AM - 10:30AM,KINES & HLTH RM101,"Barnes,Sarah",40
 PHIL 115B - Fundamental Questions ,4626,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM","STIRLING RM A
STIRLING RM A","Davies,Jacqueline M
Davies,Jacqueline M",127
 PHIL 276 - Critical Perspective on Social Diversity ,5567,"001-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","CHERNOFF RM117
CHERNOFF RM117","Butler,Andrew
Butler,Andrew",100
 PHYS 117B - Introductory Physics ,4674,"001-LEC
Regular","Tu 8:30AM - 9:30AM
Th 8:30AM - 9:30AM
Fr 9:30AM - 10:30AM","DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101","Topper,Anne
Topper,Anne
Topper,Anne",508
 PHYS 350B - General Laboratory ,4668,"001-LAB
Regular","Tu 8:30AM - 11:30AM
Tu 8:30AM - 11:30AM
Tu 8:30AM - 11:30AM
Tu 8:30AM - 11:30AM","STIRLING RM508
STIRLING RM509
STIRLING RM404
STIRLING RM405","Singh,Marsha
Singh,Marsha
Singh,Marsha
Singh,Marsha",31
 PHYS 495 - Introduction to Medical Physics ,5276,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING RM412C
STIRLING RM412C
STIRLING RM412C","Salomons,Greg,
Schreiner,John L
Salomons,Greg,
Schreiner,John L
Salomons,Greg,
Schreiner,John L",49
 POLS 101 - Contemporary Issues in Politics ,5153,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","DUPUIS AUD
DUPUIS AUD
DUPUIS AUD","Rose,Jonathan W
Rose,Jonathan W
Rose,Jonathan W",113
 POLS 264 - World Politics in Historical Perspective ,5183,"009-TUT
Regular",Tu 8:30AM - 9:30AM,MACINTOSH-CORRY RM C508,Staff,0
 POLS 468 - the International Relations of the Middle East ,4791,"001-SEM
Regular",Tu 8:30AM - 11:30AM,NICOL RM321,"Cox,Wayne S",44
 POLS 856 - Debates In Cont. Pol. Theory ,5770,"001-SEM
Regular",Tu 8:30AM - 11:30AM,MACINTOSH-CORRY RM A416,"MacDonald,Eleanor M",15
 PSYC 100B - Principles of Psychology ,3391,"014-LAB
Regular",Tu 8:30AM - 9:30AM,HUMPHREY RM131,Staff,27
 PSYC 100B - Principles of Psychology ,3420,"043-LAB
Regular",Tu 8:30AM - 9:30AM,HUMPHREY RM132,Staff,17
 PSYC 302 - Advanced Research Methods ,3448,"005-LAB
Regular",Tu 8:30AM - 11:30AM,HUMPHREY RM219,"Hollenstein,Thomas Patrick",19
 PSYC 371 - Research Problems in Behavioural Neuroscience ,3451,"002-LAB
Regular",Tu 8:30AM - 11:30AM,TBA,"Dringenberg,Hans C",13
 PSYC 436 - Sexuality and Gender ,5294,"001-SEM
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","HUMPHREY RM223
HUMPHREY RM223","Chivers,Meredith
Chivers,Meredith",25
 PSYC 806 - Introductory Assessment ,4959,"001-SEM
Regular",Tu 8:30AM - 11:00AM,BOTTER RM B129,"Benn,Kelly",6
 PT 857 - Cardiorespiratory Function II ,5037,"001-LEC
Regular","Mo 2:30PM - 4:30PM
TuWe 8:30AM - 10:30AM","BOTTER RM B147
BOTTER RM B147","Hopkins-Rosseel,Diana,
King-Van Vlack,Cheryl Elizabeth
Hopkins-Rosseel,Diana,
King-Van Vlack,Cheryl Elizabeth",70
 RELS 131B - World Religions/Religious Worlds ,1001,"001-LEC
Regular","Tu 8:30AM - 9:30AM
Fr 9:30AM - 10:30AM","HUMPHREY AUD
HUMPHREY AUD","Sen-Chowdhury,Aditi
Sen-Chowdhury,Aditi",129
 SOCY 211 - Introduction to Statistics ,5626,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM","WALTER LIGHT RM205
WALTER LIGHT RM205","Sytsma,Victoria A
Sytsma,Victoria A",179
 SOCY 422 - Advanced Studies in Communication and Information Technology ,1231,"001-SEM
Regular",Tu 8:30AM - 11:30AM,ONTARIO RM207,"Mollers,Norma T",8
 SPAN 112 - Beginning Spanish II ,4297,"002-LEC
Regular","Tu 8:30AM - 10:00AM
Fr 10:00AM - 11:30AM","KINGSTON RM304
KINGSTON RM304","Chamberlain,Monica
Chamberlain,Monica",31
 STAT 353 - Probability II ,4431,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Linder,Tamas
Linder,Tamas
Linder,Tamas",54
 SURP 812 - Qualitative Methods Planning ,6030,"001-LEC
Regular",Tu 8:30AM - 11:30AM,TBA,"Viswanathan,Leela",32
 APSC 112 - Electricity And Magnetism ,3846,"208-TUT
Regular","Tu 9:30AM - 10:30AM
Tu 9:30AM - 10:30AM","KINGSTON RM205
WALTER LIGHT RM212","Staff
Staff",53
 APSC 200 - Engineering Design & Practice II ,3934,"205-STD
Regular","TuTh 9:30AM - 11:30AM
TuTh 9:30AM - 11:30AM","BEAMISH-MUNRO RM313A
BEAMISH-MUNRO RM313B","Lai,Yongjun
Lai,Yongjun",40
 ARTC 813 - Hist.Tech./Cons. Artifacts III ,6165,"001-SEM
Regular",Tu 9:30AM - 11:30AM,ONTARIO RM206,"Anastassiades,Amandina",7
 ARTH 120B - Art in the West from Antiquity to Modernity ,1251,"001-LEC
Regular",Tu 9:30AM - 11:30AM,ETHERINGTON AUD,"Romba,Katherine",185
 BIOL 111 - Ecology and the Environment ,1401,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","STIRLING RM C
STIRLING RM C
STIRLING RM C","Boag,Peter T
Boag,Peter T
Boag,Peter T",147
 BIOL 442 - Evolutionary Medicine ,1398,"003-TUT
Regular",Tu 9:30AM - 11:30AM,BIOSCI RM3110,"Bonier,Frances",16
 CHEE 324 - Organic Process Development ,3155,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","ELLIS RM324
ELLIS RM324
ELLIS RM324","Parent,Scott J
Parent,Scott J
Parent,Scott J",19
 CHEM 323 - Biological Chemistry ,2697,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Ross,Avena
Ross,Avena
Ross,Avena",52
 CHIN 100B - Introductory Mandarin Chinese I ,4229,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","KINGSTON RM208
KINGSTON RM208
KINGSTON RM208","Bai,Xuelin
Bai,Xuelin
Bai,Xuelin",31
 CISC 472 - Medical Informatics ,5635,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","GOODWIN RM254
GOODWIN RM254
GOODWIN RM254","Ungi,Tamas
Ungi,Tamas
Ungi,Tamas",22
 CIVL 360 - Civil Engineering Design and Practice III ,1848,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","JEFFERY RM127
ELLIS RM321
ELLIS RM321","Mulligan,Ryan
Mulligan,Ryan
Mulligan,Ryan",105
 CMPE 472 - Medical Informatics ,5636,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","GOODWIN RM254
GOODWIN RM254
GOODWIN RM254","Ungi,Tamas
Ungi,Tamas
Ungi,Tamas",22
" DEVS 100B - Canada and the ""Third World"" ",1908,"017-TUT
Regular",Tu 9:30AM - 10:30AM,THEOLOGICAL RM209,Staff,23
 DEVS 240 - Culture and Development ,1894,"002-TUT
Regular",Tu 9:30AM - 10:30AM,THEOLOGICAL RM203,Staff,25
 ENCH 323 - Biological Chemistry ,2732,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Ross,Avena
Ross,Avena
Ross,Avena",52
 EPID 822 - Intermediate Biostatistics ,5961,"001-LEC
Regular",TuTh 9:30AM - 11:00AM,MACINTOSH-CORRY RM E229,"Chen,Bingshu,
O'Callaghan,Christopher John,
Peng,Yingwei Paul",31
 GEOE 235 - Gen & Char Solid Earth Mtls ,4097,"003-LAB
Regular",Tu 9:30AM - 11:30AM,MILLER RM319,"Layton-Matthews,Daniel",25
 GEOE 238 - Surficial Proc Sed & Strat ,4129,"002-LAB
Regular",Tu 9:30AM - 11:30AM,MILLER RM409,"Narbonne,Guy M",23
 GEOL 235 - Igneous and Metamorphic Petrology ,4057,"003-LAB
Regular",Tu 9:30AM - 11:30AM,MILLER RM319,"Layton-Matthews,Daniel",25
" GEOL 238 - Surficial Processes, Sedimentation and Stratigraphy ",4083,"002-LAB
Regular",Tu 9:30AM - 11:30AM,MILLER RM409,"Narbonne,Guy M",23
 KNPE 167 - Socio-Cult Dimensions of Sport and Physical Activity ,4170,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Fr 10:30AM - 11:30AM","DUPUIS AUD
DUPUIS AUD","Adams,Mary Louise
Adams,Mary Louise",179
 KNPE 254 - Biomechanical Analysis of Human Movement ,5082,"007-TUT
Regular","Tu 9:30AM - 10:30AM
Tu 9:30AM - 10:30AM","KINES & HLTH RM202
KINES & HLTH RM203","Staff
Staff",23
 KNPE 463B - Community-Based Physical Activity Promotion ,4215,"001-LSM
Regular",TuFr 9:30AM - 11:30AM,KINES & HLTH RM106,"Levesque,Lucie Y",16
 LAW 152 - Constitutional Law ,1439,"001-LEC
Law",TuTh 9:30AM - 11:30AM,MACDONALD RM202,"Metcalf,Cherie M",54
 LAW 320 - Evidence ,1446,"001-LEC
Law",TuTh 9:30AM - 11:30AM,DUNNING RM12,Staff,80
 LAW 440 - Business Associations ,1457,"001-LEC
Law",TuTh 9:30AM - 11:30AM,MACDONALD RM1,"Njoya,Wanjiru",89
 MATH 121B - Differential and Integral Calculus ,4320,"001-LEC
Regular","Mo 9:30AM - 10:30AM
Tu 9:30AM - 10:30AM","DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101","Day,Troy
Day,Troy",531
 MATH 124 - Differential and Integral Calculus II ,4324,"001-LEC
Regular","Mo 9:30AM - 10:30AM
Tu 9:30AM - 10:30AM","DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101","Day,Troy
Day,Troy",531
 MATH 281 - Introduction to Real Analysis ,4339,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","WALTER LIGHT RM205
WALTER LIGHT RM205
CHERNOFF AUD","Lewis,Andrew D
Lewis,Andrew D
Lewis,Andrew D",179
 MECH 350 - Automatic Control ,4452,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","ELLIS AUD
ELLIS AUD
ELLIS AUD","Li,Qingguo
Li,Qingguo
Li,Qingguo",234
 MECH 455 - Computer Integrated Manufactur ,4484,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","MCLAUGHLIN RM306
MCLAUGHLIN RM306
MCLAUGHLIN RM306","Zak,Gennady
Zak,Gennady
Zak,Gennady",29
 MECH 478 - Biomaterials ,5151,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","BIOSCI RM1102
BIOSCI RM1102
BOTTER RM B147","Rainbow,Roshni Suresh
Rainbow,Roshni Suresh
Rainbow,Roshni Suresh",82
 MECH 833 - Topics in Single Phase Convective Heat Transfer ,5972,"001-SEM
Regular","Tu 9:30AM - 11:00AM
Fr 8:30AM - 10:00AM","TBA
TBA","Oosthuizen,Patrick
Oosthuizen,Patrick",3
 MTHE 281 - Introduction To Real Analysis ,4396,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","WALTER LIGHT RM205
WALTER LIGHT RM205
CHERNOFF AUD","Lewis,Andrew D
Lewis,Andrew D
Lewis,Andrew D",179
 MTHE 332 - Introduction To Control ,4420,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","JEFFERY RM234
JEFFERY RM234
JEFFERY RM234","Gharesifard,Bahman
Gharesifard,Bahman
Gharesifard,Bahman",63
 MUSC 127B - Ear Training and Sight Singing I ,4519,"001-LAB
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","HARRISON-LECAINE RM124
HARRISON-LECAINE RM124
HARRISON-LECAINE RM124","Tormann,Cynthia
Tormann,Cynthia
Tormann,Cynthia",30
 NSCI 324 - Systems Neuroscience ,1136,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","STIRLING RM A
STIRLING RM A
STIRLING RM A","Ferguson,Alastair V,
Munoz,Douglas Perry,
Scott,Stephen H
Ferguson,Alastair V,
Munoz,Douglas Perry,
Scott,Stephen H
Ferguson,Alastair V,
Munoz,Douglas Perry,
Scott,Stephen H",73
 OT 871 - Advanced Clinical Reasoning ,5001,"001-LEC
Regular","Tu 8:30AM - 11:30AM
Tu 8:30AM - 11:30AM
Tu 8:30AM - 11:30AM
Tu 9:30AM - 12:30PM
Tu 9:30AM - 12:30PM","ELLIS RM321
ELLIS RM321
ELLIS RM321
ACTON CEC
ACTON CEC","Donnelly,Catherine
Donnelly,Catherine
Donnelly,Catherine
Donnelly,Catherine
Donnelly,Catherine",73
 PHIL 151 - Great Works of Philosophy ,4632,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM","STIRLING AUD
STIRLING AUD","Smith,Mark C
Smith,Mark C",102
 POLS 101 - Contemporary Issues in Politics ,5157,"005-TUT
Regular",Tu 9:30AM - 10:30AM,MACINTOSH-CORRY RM D326,Staff,23
 POLS 101 - Contemporary Issues in Politics ,6214,"006-TUT
Regular",Tu 9:30AM - 10:30AM,BIOSCI RM2109,Staff,12
 POLS 110B - Introduction to Politics and Government ,4731,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Fr 10:30AM - 11:30AM","DUNNING AUD
DUNNING AUD","Lister,Andrew D
Lister,Andrew D",326
 POLS 385 - Quantitative Approaches to Political Studies ,5194,"002-TUT
Regular",Tu 9:30AM - 10:30AM,JEFFERY RM157,Staff,22
 PSYC 100B - Principles of Psychology ,3392,"015-LAB
Regular",Tu 9:30AM - 10:30AM,HUMPHREY RM131,Staff,25
 PSYC 100B - Principles of Psychology ,3421,"044-LAB
Regular",Tu 9:30AM - 10:30AM,HUMPHREY RM132,Staff,24
 PSYC 100B - Principles of Psychology ,6158,"081-LAB
Regular",Tu 9:30AM - 10:30AM,HUMPHREY RM132,Staff,24
 PSYC 852 - Pro-Seminars In Devel. Psyc. ,5726,"001-LEC
Regular",Tu 9:30AM - 11:30AM,TBA,"Hollenstein,Thomas Patrick",4
 SOCY 235 - Race and Racialization ,5614,"003-TUT
Regular",Tu 9:30AM - 10:30AM,DUNNING RM27,Staff,41
 APSC 142 - Intro Computer Program Engrs ,3822,"206-STD
Regular",Tu 10:00AM - 11:30AM,BEAMISH-MUNRO RM213,Staff,76
 APSC 142 - Intro Computer Program Engrs ,3907,"216-STD
Regular",Tu 10:00AM - 11:30AM,BEAMISH-MUNRO RM213,Staff,76
 BIOL 103 - Introductory Biology of Organisms ,1340,"016-LAB
Regular","Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM","BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319","Staff
Staff
Staff
Staff
Staff
Staff",19
 BIOL 103 - Introductory Biology of Organisms ,1341,"017-LAB
Regular","Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM","BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320","Staff
Staff
Staff
Staff
Staff
Staff",20
 BIOL 103 - Introductory Biology of Organisms ,1342,"018-LAB
Regular","Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM
Tu 10:00AM - 11:30AM","BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319","Staff
Staff
Staff
Staff
Staff
Staff",19
